gene,SI_P1,SI_P3,SI_P4,SI_P5,SI_P8,SI_N2,SI_N3,SI_N4,SI_N5,SI_N7,SI_N8
Ahi1,0.49,2.43,2.33,1.75,5.25,6.05,2.94,4.96,1.11,6.17,4.77
Ahnak,2.02,0.07,0.89,2.15,1.38,0.84,2.57,3.18,1.24,3.6,3.81
Ahr,249.02,255.48,195.43,245.96,238.19,179.11,159.67,136.1,135.51,145.22,153.25
Ahrr,9.74,29.35,13.33,19.48,19.92,12.54,12.83,6.42,10.35,13.43,8.37
Ahsa1,224.05,83.35,188.32,78.84,62.36,106.09,74.96,229.19,58.01,85.59,63.92
Ahsa2,132.93,18.96,90.71,33.46,19.85,34.51,10.11,89.26,24.76,45.54,43.16
AI413582,157.33,209.99,193.68,217.65,135.54,290.33,156.78,184.13,216.87,153.46,156.14
AI467606,10.5,23.91,22.59,11.75,16.61,3.23,8.31,18.36,13.36,8.37,20.21
AI597479,1.06,5.24,1.74,2.03,2.06,2.74,4.85,2.07,0.65,2.43,1.78
AI837181,3.14,5.78,4.88,6.39,11,7.01,8.73,5.4,3.01,10.65,9.47
AI987944,24.95,23.26,24.23,21.18,23.72,8.12,6.22,15.93,2.94,9.15,6.87
Aida,6.92,6.67,8.53,6.46,5.71,4.21,6.69,11.37,7.23,4.7,7.23
Aifm1,8.97,12.28,9.03,17.4,10.05,10.5,17.93,9.61,11.06,15.31,6.77
Aifm2,0,6.24,4.25,2.69,6,12.96,5.18,8.27,9.11,4.53,9.4
Aim2,10.57,23.83,37.59,6.64,20.82,10.68,10.76,14.61,5.46,6.29,12.94
Aimp1,31.47,26.07,36.81,29.46,41.69,28.37,53.73,40.03,35.62,34.94,26.4
Aimp2,12.4,2.05,10.83,2.35,2.41,5.01,4.14,10.15,11.79,6.75,10.41
Aip,112.9,142.78,143.4,156.66,150.42,90.43,159.28,125.55,119.44,104.9,111.73
Ak2,151.08,152.56,175.04,163.72,158.17,280.6,324.32,288.72,274.03,205.99,245.96
Ak3,7.97,7.3,5.02,11.4,7.3,16.65,11.29,8.79,11,8.76,6.7
Ak6,58.03,116.64,152.66,129.73,78.25,156.55,125.42,137.21,142.21,62.85,60.92
Akap10,9.67,13.69,10.49,5.1,6.77,13.19,19.68,6.8,4.48,5.65,3.55
Akap11,3.64,2.21,4.91,1.97,2.22,1.12,1.32,4.67,1.64,3.52,2.26
Akap13,48.02,43.25,49.62,32.63,56.63,28.51,22,32.26,28.36,40.4,44.72
Akap5,0.7,1.57,0.9,1.63,0.84,1.74,1.33,0.73,0.52,1.2,0.64
Akap8,35.52,37.59,30.27,35.21,41.28,27.06,24.55,28.41,19.45,27.49,24.91
Akap8l,46.16,91,78.32,55.64,78.98,59.1,37.24,84.38,56.74,32.33,36.57
Akap9,80.93,55.76,48.22,45.93,51.99,57.67,38.89,54.86,29.97,47.53,44.35
Akip1,25.39,59.83,43.8,40.18,34.39,23.51,16.48,21.01,23,21.56,17.22
Akirin1,58.75,92.37,46.17,102.7,78.83,68.03,88.34,85.43,54.3,46.79,56.38
Akirin2,23.13,10.18,8.92,6.26,10.69,17.86,8.22,13.22,3.74,14.39,5.99
Akna,130.46,50.37,96.24,97.84,127.65,53.1,34.38,80.84,71.72,91.32,77.61
Akr1a1,258.28,333.48,326.68,328.49,271.19,334.2,349.54,322.05,371.75,248.45,301.85
Akr1b10,4.84,17.06,10.61,16.98,11.26,9.94,1.15,6.62,3.4,3.4,10.81
Akr1b3,52.03,89.98,71.79,68.92,66.31,54.81,58.48,53.11,40.43,58.7,63.71
Akt1,113.31,53.33,72.53,54.68,62.52,41.4,52.03,49.09,30.57,40.34,63.38
Akt2,30.28,54.29,37.8,44.63,30.9,40.87,33.7,31.66,28,34.12,28.54
Akt3,3.52,2.53,2.23,2.56,3.9,4.35,2.79,1.6,2.61,5.87,1.27
Aktip,6.25,8.95,12.73,3.97,7,6.09,4.83,10.85,4.67,8.39,4.72
AL731706.1,3.77,2.39,11.65,5.19,5.37,6.22,9.4,20.74,13.65,11.33,11.29
Alas1,393.58,144.32,383.62,91.8,135.06,456.4,456.88,680.75,335.62,344.71,370.26
Alcam,1.66,5.16,2.88,1.9,1.84,1.44,1.33,5.08,0.94,2.53,5.28
Aldh16a1,30.07,24.02,22.77,11.82,25.08,15.9,20.32,13.38,6.04,31.75,11.13
Aldh18a1,3.2,4.21,3.74,10.91,8.99,6.15,3.34,6.45,3.83,7.48,11.22
Aldh1b1,3.33,6.27,7.66,5.92,10.04,1.2,1.42,9.27,0.41,1.64,0
Aldh2,150.28,135,197.54,148.78,167.94,175.17,146.75,152.67,152.44,190.67,173.08
Aldh3a2,42.17,50.83,51.91,45.05,78.6,30.53,30.46,39.13,48.08,52.16,34.84
Aldh3b1,3.74,6.19,3.82,3.03,3.99,1.48,0.35,0,2.03,0,0.31
Aldh4a1,4.87,4.66,4.98,2.88,1.92,2.18,2.39,3.52,0.54,2.67,2.48
Aldh9a1,9.87,12.82,16.59,12.96,22,3.03,11.62,7.28,18.29,8.64,6.83
Aldoa,809,901.21,1027.58,867.32,974,942.72,1020.99,1057.93,856.92,1023.4,1040.64
Alg1,33.76,18.97,31.36,12.16,37.23,22.25,7.76,30.46,25.87,26.53,11.15
Alg10b,4.14,2.42,2.14,2.49,3.37,3.64,2.03,1.15,1.81,4.02,0.33
Alg11,3.23,12.11,2.71,0.87,17.96,7.07,18.07,2.16,8.72,8.47,2
Alg12,9.98,13.85,10.52,10.86,7.09,11.07,9.94,13.74,1.65,6.78,5.77
Alg13,4.5,8.62,9.08,9.84,4.68,7.95,18.39,4.78,3.29,8.33,11.9
Alg2,2.69,4.56,1.81,2.9,1.11,2.3,2.08,2.63,2.58,5.84,2.81
Alg3,0.72,6.46,13.04,17.16,18.86,6.69,6.12,5.77,12.84,11.99,5.27
Alg5,15.49,19.7,12.55,20.66,21.05,12.25,15.89,19.39,17.18,9.16,15.97
Alg6,2.6,2.11,11.12,6.99,4.04,1.85,3.71,1.07,1.34,0,0
Alg9,3.51,21.51,3.92,12.88,6.3,6.08,52.75,5.44,5.56,12.95,1.6
Alkbh1,25.48,52.61,25.69,52.23,24.16,66.71,45.99,49.93,43.39,49.49,24.98
Alkbh3,36.55,82.6,72.31,36.38,83.58,38.09,44.69,50.16,29.51,26.87,39.62
Alkbh4,1.17,1.2,2.31,0,3.33,4.55,3.99,5.05,2.04,2.88,3.58
Alkbh5,14.28,13.05,15.06,11.84,8.63,16.32,14.01,11.56,16.74,13.45,11.95
Alkbh6,54.05,93.35,61.7,39.13,82.04,76.1,74.76,67.09,64.46,59.61,70.49
Alkbh7,10.45,7.95,12.25,2.36,7.52,10.12,10.84,18.54,21.62,10.49,5.67
Alox12e,8.1,14.76,4.38,3.95,7.79,10.46,12.01,12.66,10.49,28.88,12.46
Alox15,802.93,726.23,806.67,892.35,1100.25,1101.42,1054.44,1133.68,990.73,1394.66,1269.25
Alox5,241.08,203.7,237.74,295.04,295.82,206.05,171.23,206.19,201.29,221.63,249.23
Alox5ap,705.43,822.15,690.76,827.91,754.2,1057.26,1109.96,1263.03,1354.96,1233.9,1313.85
Als2,2.37,4.8,19.7,5.28,6.86,3.34,1.34,6.83,6.96,2.43,1.05
Alyref,16.75,15.53,7.16,5.21,4.81,4.96,12.39,8.29,21.46,14.68,14.68
Ambra1,19.07,13.93,12.73,10.01,22.01,8.24,9.82,12.76,9.52,16.84,14.6
Amd1,68.46,64.33,72.83,42.23,76.56,52.86,36.09,42.57,47.7,76.7,56.97
Amdhd2,66.04,34.57,66.21,19.05,69.56,48.87,27.12,71.35,23.39,45.5,22.91
Amfr,53.98,56.27,56.75,70.85,26.8,40.04,38.19,24.88,38.09,43.27,41.1
Amigo1,0.94,1.62,1.28,2.66,1.13,0.2,0.66,0.38,1.66,0.46,0.22
Ammecr1l,14.17,16.43,17.98,13.97,11,12.64,14.58,10.29,6.17,8.14,5.83
Amn1,15.98,19.75,31.31,12.22,12.32,10.99,2.44,12.72,16.51,10.27,13.7
Ampd2,24.04,11.36,11.43,17.13,36.3,40.37,18.13,24.83,9.01,35.29,25.62
Ampd3,40.89,19.47,40.7,21.41,46.45,14.58,7.48,16.27,21.36,22.98,26.96
Amy2a1,55.74,691.5,17.68,85.21,29.68,56.2,12.34,11.95,289.84,0,2.72
Amz1,20.96,16.22,23.1,20,32.28,14.61,9.12,20.38,10.15,28.82,16.59
Amz2,15.25,16.53,23.23,17.74,42.43,15.86,24.49,34.31,22.61,33.72,24.34
Anapc1,13.3,19.27,10.24,9.08,15.72,18.31,8.92,7.23,4.85,11.1,4.58
Anapc10,16,18.26,14.15,34.28,9.33,11.22,17.79,4.36,27.66,23.46,9.74
Anapc11,30.73,50.37,32.47,51.9,42.82,44.33,55.53,49.53,56.05,70.27,45.22
Anapc13,90.99,135.32,49.86,75.08,100.91,105.36,96.72,53.48,73.34,142.47,149.04
Anapc15,36.6,50.47,74.65,44.62,68.77,56.73,34.9,34.62,51.83,47.2,37.24
Anapc16,33.22,27.72,64,47.03,38.16,39.21,44.15,37.34,58.31,20.35,50.24
Anapc2,27.53,18.37,21.6,21.94,30.26,33.62,10.62,16.73,15.25,24.32,17.3
Anapc4,17,19.41,14.73,17.5,16.86,4.5,7.87,10.37,16.24,30.59,12.44
Anapc5,34.35,41.89,26.22,27.71,51.8,24.91,29.6,23.7,36.23,37.68,43.58
Anapc7,18.03,12.52,19.62,7.7,9.28,10.39,9.1,5.67,6.67,8.38,18.89
Angel2,38.13,22.82,24.97,20.71,23.92,25.61,20.87,24.64,19.78,12.87,25.37
Ank3,15.38,15.96,6.68,22.3,23.45,1.67,0.4,9.52,3.02,4.94,0.98
Ankfy1,9.67,7.06,5.4,8.28,12.11,6.53,11.47,10.01,6.11,10.92,12.38
Ankhd1,23.57,76.42,31.1,16.23,27.22,24.52,17.24,24.69,20.85,19.64,46.69
Ankib1,1.8,2.43,1.43,3.37,2.91,8.44,1.58,3.48,4.99,2.12,2.5
Ankle2,9.75,4.25,5.01,4.67,6.67,2.65,1.56,4.05,3.03,4.42,3.9
Ankmy2,3.49,1.77,2.79,5.1,2.34,2,1.33,3.98,0.19,4.43,5.91
Ankra2,10,8.31,4.48,6.61,10.97,14.39,13.28,18.61,10.59,14.92,13.11
Ankrd10,18.14,18.84,29.71,18.94,23.43,16.61,6.15,11.86,7.57,15.47,22.88
Ankrd11,70.16,62.51,69.17,48.44,64.35,61.22,27.36,38.89,39.23,56.14,47.84
Ankrd12,78.39,62.17,67.7,51.32,54.64,75.68,53.98,45.48,47.38,46.3,52.12
Ankrd13a,87.17,77.51,81.87,79.01,62.84,77.13,72.32,66.5,74.67,55.87,65.29
Ankrd13c,9.19,15.43,6.61,29.55,12.69,8.22,27.59,6.99,9.8,8.43,9.09
Ankrd13d,4.82,4.26,5.37,5.5,4.51,1.04,8.71,8.05,4.7,17.83,9.94
Ankrd16,34.87,16.2,12.8,19.64,32.44,19.47,12.3,19.49,4.65,30.88,29.91
Ankrd17,34.72,43.37,27.91,35.51,24.52,32.25,31.83,34.86,32.1,40.48,18.53
Ankrd26,1.18,1.34,1.39,1.79,0.81,0.65,0.26,0.54,0.31,0.41,0
Ankrd27,6.99,11.4,6.07,6.75,7.17,8.69,7.52,8.06,2.74,7.11,10.46
Ankrd33b,329.1,328.59,348.39,262.14,370.65,523.19,318.44,360.24,281.99,347.91,366.75
Ankrd39,7.04,3.78,10.68,10.06,20.52,3.44,8.83,4.63,6.82,6.52,5.02
Ankrd40,2.97,11.79,2.58,4.8,8.82,7.85,4,3.36,6.09,4.92,7.04
Ankrd44,146.73,114.09,108.41,106.78,99.66,128.26,84.53,80.93,82.04,102.38,82.39
Ankrd46,6.78,8.83,15.85,2.45,14.71,4.78,4.89,18.17,4.48,14.87,11.73
Ankrd49,1.4,6.93,15.47,2.78,8.21,6.69,19.51,7.8,6.1,6.62,12.13
Ankrd50,3.03,3.6,1,0.66,2.41,1.9,1.74,4.99,1.91,1.37,4.01
Ankrd52,2.74,1.96,3.07,3.67,8.64,4.23,4.58,3.84,3.4,4.09,2.84
Ankrd54,51.43,33.09,22.15,39.87,39.7,29.76,40.25,24.95,20.92,22.54,14.47
Ankrd66,37.55,85.82,51.78,88.02,61.07,36.5,23.48,32.47,37.86,28.08,23.04
Anks1,18.96,17.86,15.7,19.67,20.35,12.88,8.48,8.24,9.3,18.15,14.35
Anks3,42.71,30.58,28.35,45.72,45.25,35.55,32.54,28.52,21.52,34.8,38.68
Ankzf1,12.98,15.32,27.85,10.89,20.89,12.57,10.68,17.54,10.38,17.38,13.27
Ano6,25.43,23.84,42.19,38.68,26.91,32.77,17.47,24.31,23.46,23.47,25.42
Anp32a,65.24,36.65,53.67,61.55,70.38,45,60.27,47.47,49.96,63.32,61
Anp32b,31.55,28.82,33.11,46.5,25.76,39.23,44.67,23.33,31.35,34.3,37.57
Anp32e,39.15,75.5,65.29,36.25,49.82,51.54,54.47,80.58,120.17,40.84,29.53
Antxr2,137.32,240.38,142.48,241.17,163.65,142.84,178.77,89.07,103.61,106.87,80.37
Anxa11,19.24,21.57,15.28,16.04,25.06,18,16.03,16.86,11.49,23.08,27.09
Anxa2,45.99,42.81,30.36,33.7,38.37,64.17,39.81,69.45,42.52,58.72,57.09
Anxa3,8.6,9.89,0.45,8.5,8.45,12.41,15.99,9.35,5.71,11.44,15.56
Anxa4,8.19,19.59,19.25,12.72,12.42,19.45,11.96,18.93,18.08,10.92,25.22
Anxa5,119.44,57.03,77.35,66.61,53.04,132.54,99.56,133.01,106.62,77.41,79.14
Anxa6,355.15,394.03,346.59,453.86,405.2,325.51,349.27,360.89,314.06,319.28,320.71
Anxa7,47.34,68.5,83.5,78.98,55.18,30,30.83,36.01,30.28,40.53,17.45
Aoah,17.13,15.08,25.55,27.14,25.09,20.64,14.35,23.94,22.96,14.05,37.59
Aopep,8.11,3.45,12.25,23.6,18.57,11.4,3.77,5.5,3.58,7.04,1.03
Aox2,3.26,2.05,3.01,2.08,1.95,2.02,2.28,1.73,1.66,0.4,1.03
Ap1ar,5.28,2.68,6.23,3.46,3,2.77,0.87,3.07,2.35,4.98,3.44
Ap1b1,15.88,15.45,15.14,16.53,20.25,13.86,15.95,16.11,14.54,19.86,13.34
Ap1g1,22.43,47.73,9.89,36.62,32.44,13.83,30.2,14.87,24.23,20.22,18.88
Ap1g2,19.68,13.1,19.4,27.57,14.87,17.07,14.71,18.61,32.91,12.23,28.38
Ap1m1,96.86,112.16,97.27,92.2,87.5,110.26,92.88,68.21,65.53,58.22,59.57
Ap1s1,44.28,81.25,60.39,63.74,44.53,58.96,96.21,81.53,75.55,87.19,64.84
Ap1s2,111.63,120.14,87.66,123.68,117.35,147.81,136.21,135.92,139.07,167.97,176.81
Ap2a1,5.57,12.13,10.7,3.62,11.75,18.24,7.27,9.87,5.36,9.28,13.04
Ap2a2,16.13,11.55,19.32,13.42,17.71,10.07,7.18,9.23,8.08,8.9,11.54
Ap2b1,21.32,32.2,30.97,21.1,37.95,18.07,35.19,17.11,16.52,26.43,13.56
Ap2m1,125.9,200.11,143.07,161.44,148.74,169.42,159.13,110.67,144.86,124.89,129.22
Ap2s1,150.53,190.47,122.24,192.62,114.89,127.92,201.91,160.29,226.31,170.59,142.55
Ap3b1,24.99,21.42,26.38,24.29,30.09,12.15,16.01,17.39,13.76,17.4,14.81
Ap3d1,37.84,32.5,46.82,23.41,35.34,29.36,24.77,25.16,20.21,31.68,20.16
Ap3m1,9.44,15.95,11.31,13.21,24.73,5.25,6.06,3.5,7.5,8.27,2.91
Ap3m2,5.07,2.3,1.78,2.73,4.24,2.82,0.55,2.9,3.09,5,2.16
Ap3s1,27.45,66.91,22.11,68.77,40.43,63.9,59.64,37.05,56.21,72.8,50.67
Ap3s2,2.43,2.57,1.39,3.75,4.85,1.92,2.42,1.93,0.3,2.99,1.02
Ap4b1,17.78,19.12,8.64,2.47,7.35,11.02,5.88,7.42,5.13,4.6,7.02
Ap4m1,13.07,10.96,4.59,2.99,18.08,4.9,2.86,6.17,3.78,3.89,5.27
Ap4s1,17.01,30.64,16.18,11.28,38.2,30.92,23.65,25.8,25.57,40.13,29.35
Ap5b1,6.26,3.33,8.15,3.17,8.33,7.62,9.25,6.23,2.82,3.97,8.19
Ap5m1,4.49,8.73,24.4,26.46,23.66,6.46,7.5,20.16,13.59,9.13,10.06
Ap5z1,11.68,9.68,9.71,10.67,17.95,8.08,3.75,5.78,3.6,5.64,10.53
Apaf1,24.36,12.06,22.14,14.79,18.18,6.02,10.73,11.62,18.56,23.23,18.39
Apba3,22.36,22.9,28.94,7.2,23.13,9.77,9.89,27.39,6.72,15.64,13.87
Apbb1ip,150.6,138.57,167.93,115.23,159.01,157.04,117.63,140.04,119.35,190.49,226.9
Apbb3,50.2,18.21,32.81,8.8,24.5,24.3,13.26,8.92,21.28,16.53,24.22
Apc,3.22,2.6,4.36,3.57,2.3,1.32,1.51,2.45,1.65,3.51,8.27
Apeh,30.7,25.24,35.85,41.98,41.41,16.14,18.64,16.02,21.52,24.27,33.58
Apex1,7.77,7.59,7.55,7.49,6.78,15.24,27.88,36.05,13.12,12.45,30.46
Aph1a,14.09,26.94,8.34,7.56,13.82,8.06,18.11,5.86,11.78,13.13,18.42
Aph1b,3.94,4.38,3.66,8.14,5.75,5.47,3.07,5.72,5.87,3.19,3.59
Aph1c,14.69,30.24,24.25,16.52,29.74,19.29,5.28,22.03,38.26,19.16,19.72
Api5,54.51,71.66,60.9,69.93,65.49,38.11,48.22,54.27,47.3,28.41,35.72
Apip,21.86,28.74,11.32,11,16.48,6.16,5.42,15.92,38.44,15.69,11.3
Aplp2,50.55,32.42,42.7,33.06,46.3,65.04,77.63,54.92,38.08,63.97,50.99
Apmap,21.75,24.13,26.19,20.36,19.82,58.17,66.1,46.33,58.53,28.76,59.09
Apobec3,77.03,28.96,59.79,55.39,63.03,59.38,54.48,73.99,46.14,86.84,46.21
Apobr,104.36,143.18,127.82,127.26,145.54,104.97,88.36,106.93,102.75,120.98,101.19
Apoe,110.74,217.13,194.21,98.88,238.73,102.68,78.18,141.48,54.73,110.41,60.24
Apool,14.46,14.29,14.28,4.63,20.1,7.22,11.65,9.78,9.78,13.97,1.91
Apopt1,9.25,21.34,16.26,17.22,9.38,10.99,14.7,18.56,19.25,12.74,9.37
Appbp2,5.89,13.03,5.88,5.78,3.66,6.96,7.65,7.97,6.57,6.86,6.47
Appl1,12.21,6.27,10.65,18.32,12.69,9.94,9.67,20.46,7.86,21.25,13.16
Appl2,38.34,22.29,17.72,32.44,27.48,11.21,7.75,9.41,8.29,17.57,15.78
Aprt,292.61,433.85,428.72,436.65,417.87,454.93,407.13,360.76,431.47,440.56,348.44
Aptx,12.37,20.62,17.9,18.7,19.49,18.67,17.31,8.97,18.63,16.24,20.87
Aqp9,20.58,5.79,13.3,14.23,10.58,20.87,19.56,28.9,28.94,27.86,33.19
Aqr,20.75,26.77,16.21,22.27,16.86,20.58,26.92,15.25,16.82,14.7,14.94
Araf,64.74,73.32,63.37,78.4,54.14,55.73,48,39.18,61.83,54.78,27.16
Arap1,370.62,242.22,318.62,292.82,339.8,266.3,226.91,338.81,349.93,382.31,347.3
Arap3,210.11,127.15,170.32,110.98,177.11,225.12,277.52,270.77,240.09,291.04,310.79
Arcn1,32.91,65.35,40.02,47.38,48.15,48.27,34.09,33.69,36.66,32.19,37.75
Arel1,5.93,5.21,12.66,10.7,15.37,5.01,4.41,10.09,3.92,10.21,7.93
Arf1,357.31,625.96,446.59,423.72,516.89,516.08,509.61,424.08,351.75,384.71,398.17
Arf2,42.78,28.91,65.86,18.76,50.13,54.11,39.05,120.33,31.84,45.34,79.29
Arf3,22.47,24.77,26.36,28.84,16.81,11.85,22.22,20.3,28.76,16.34,10.65
Arf4,540.51,501.34,399.48,469.89,412.61,672.93,738.68,842.57,694.51,618.31,684.47
Arf5,69.98,99.33,49.98,83.37,55.73,67.51,76.4,50.25,78,65.3,81.08
Arf6,19.17,22.05,22.5,12.73,12.38,23.26,13.71,17.09,22.96,23.85,23.37
Arfgap1,24.21,27.92,23.01,20.35,29.23,14.83,11.9,12.42,12.92,17.32,27.02
Arfgap2,30.61,81.42,74.85,53.99,48.89,45.45,59.1,51.54,49.75,30.79,44.27
Arfgap3,9.91,22.1,4.19,8.51,7.36,12.65,6.28,11.8,13.98,9.46,8.59
Arfgef1,14.22,26.69,44.68,35.4,24.52,33.54,54.97,32.88,41.19,18.6,43.08
Arfgef2,10.04,20.7,9.28,10.98,6.87,10.58,11.94,8.94,7.42,8.92,7.55
Arfip1,19.18,23.11,31.09,18.68,33.75,11.8,13.27,26.94,27.73,22.59,27.17
Arfip2,7.45,8.14,9.66,4.12,8.43,1.1,5.27,4.4,2.25,6.29,5.8
Arfrp1,84.7,82.86,92.13,71.01,73.91,87.97,71.13,63.38,62.48,36.1,72.08
Arg2,91.63,57.68,68.42,14.78,59.08,48.48,30.97,66.92,12.21,47.11,25.75
Arglu1,26.85,34.66,33.8,34.87,29.56,29.02,23.86,27.58,35.14,27.93,28.57
Arhgap1,32.49,57.02,37.45,31.11,83.1,19.18,31.74,29.02,26.74,41.33,31.22
Arhgap10,3.19,3.82,3,3.37,4.14,3.8,0.61,4.28,2.22,5.29,7.84
Arhgap11a,15.4,9.16,8.15,8.63,11.48,6.21,4.69,5.05,5.21,5.81,6.33
Arhgap15,138.07,104.88,106.83,144.75,148.99,122.66,96.01,111.11,86.53,128.26,144.2
Arhgap17,20.06,24.25,23.84,18.21,22.27,43.68,19.03,29.16,16.75,18.66,22.49
Arhgap18,67.59,65.83,99.05,69.05,81.94,49.76,35.48,80.52,40.04,99.78,90.22
Arhgap19,2.86,5.29,3.56,2.93,4.57,4.11,0.75,2.69,4.3,3.66,4.36
Arhgap21,1.77,1.86,1.38,0.67,2.89,0.51,0.09,0.54,2.87,0.17,1.46
Arhgap25,110.59,70.38,108.74,55.6,163.07,69.16,57.34,87.49,52.46,102.15,88.3
Arhgap26,5.6,3.91,4.13,8.02,6.77,12.55,16.97,16.98,4.94,17.93,8.07
Arhgap27,15.4,8.46,18.79,7.84,14.93,8.68,7.85,11.29,7.25,10.24,21.99
Arhgap30,51.84,52.4,49.69,52.07,65.74,49.51,47.97,68.44,63.66,58.99,69.08
Arhgap31,16.44,11.94,15.26,9.92,13.28,19,11.9,7.75,3.67,15.88,10.52
Arhgap39,8.79,2.83,13.58,11.6,6.48,7.12,12.06,13.32,1.38,3.6,10.17
Arhgap4,78.61,91.08,72.55,77.75,109.22,92.96,53.06,78.25,80.58,78.31,66.53
Arhgap45,88.71,79.16,104.5,93.67,135.28,94.19,77.31,108.54,66.54,93.95,94.98
Arhgap5,2.46,5.64,2.94,3.68,5.29,4.73,3.33,2.29,3.79,3.22,2.84
Arhgap9,55.95,53.3,36.06,82.68,81.56,59.03,56.96,62.28,43.9,60.3,62.85
Arhgdia,305.59,498.83,429.02,430.84,430.33,350.75,416.2,298.48,270.92,305.99,290.68
Arhgdib,530.08,756.87,704.81,945.21,793.44,643.06,814.36,813.7,946.16,765.51,791.29
Arhgef1,57.93,83.66,90.35,110.31,59.67,84.3,90.76,98.68,100.83,45.14,94.84
Arhgef12,2.2,0.4,1.61,2.44,2.5,0.2,0.23,0.4,0,0.06,0.05
Arhgef18,9.1,11.87,7.12,6.72,7.13,31.65,14.08,22.68,8.14,17.23,15.98
Arhgef2,72.03,51.28,77.6,87.32,113,52.93,42.31,58.36,59.42,92.49,65.93
Arhgef3,66.02,45.92,74.83,45.68,58.12,77.69,89.7,113.7,57.47,70.91,86.21
Arhgef39,12.32,13.49,10.01,28.22,22.91,9.18,7.06,14.79,18.57,16.62,24.22
Arhgef4,3.91,1.58,2.78,3.64,2.82,2.53,0.38,2.47,1.72,1.1,6.07
Arhgef6,50.32,38.04,44.03,50.04,55.77,40.73,30.61,50.44,20.63,49.63,41.97
Arhgef7,17.8,8.61,5.91,7.87,19.6,5.6,6.67,6.27,5.85,3.31,6.98
Arid1a,29.06,24.73,27,17.44,27.33,20.43,27.1,22.22,20.66,23.7,20.46
Arid1b,7.12,11.29,8.74,8.59,7.86,8.95,6.35,4.97,8.46,5.34,7.45
Arid2,7.1,6.31,3.83,4.76,5.57,7.64,6.19,5.13,8.52,3.92,6.67
Arid3a,9.19,4.17,2.83,1.83,4.11,2.71,11.13,3.51,3.41,7.36,3.54
Arid3b,15.48,17.05,17.89,22.36,23.64,21.55,10.31,15,29.18,24.98,17.88
Arid4a,203.03,116.71,157.58,110.91,141.18,76.06,49.41,107.18,44.14,118.24,111.24
Arid4b,64.74,128.93,90.81,99.64,83.85,68.2,87.28,55.38,43.06,63.78,58
Arid5a,72.67,55.73,83.96,78.21,82.24,46.84,39,52.01,46.49,50.07,41.18
Arid5b,12.15,11.35,7.8,9.92,12.12,3.33,9.07,1.53,2.51,3.4,6.33
Arih1,35.03,38.33,27.14,22.54,15.39,26.27,14.98,15.27,25.48,18.66,17.85
Arih2,218.84,314.95,176.71,269.86,302.42,302.91,245,252.51,236.11,256.45,198.53
Arl1,44.45,65.42,40.51,56.68,58.63,68.43,65.78,79.34,34.92,46.37,63.05
Arl11,13.49,16.02,24.4,6.22,10.16,13.8,3.34,8.16,4.17,2.44,2.99
Arl13b,12.24,11.28,17.26,19.07,32.85,30.54,51.92,34.75,23.37,25.7,23.63
Arl14ep,4.58,14.06,6.06,7.77,7.57,3.34,3.17,4.6,0.94,4.62,7.89
Arl15,2.63,2.19,5.11,3.16,2.51,0.78,0,1.16,0,0,3.81
Arl2bp,7.53,14.08,3.72,13.12,13.58,26.89,11.87,7.81,13.84,13.02,17.57
Arl3,4.64,19.67,14.85,21.43,12.4,20.55,11.29,7.6,10.52,8.92,16.51
Arl4a,46.94,12.82,24.09,9.09,17.84,12.37,9.62,22.3,12,20.09,24.61
Arl4c,196.49,188.64,165.22,179.67,184.57,166.44,138.74,114.02,148.65,135.49,109.42
Arl5b,48.03,40.84,42.22,48.67,34.35,50.15,35.18,67.44,62.64,84.18,72.37
Arl6ip1,139.94,166.32,168.15,166.82,166.45,117.5,105.61,126.18,98.79,153.73,146.42
Arl6ip4,23.47,13.28,24.19,20.28,15.78,8.02,19.34,9.79,22.66,7.91,9.03
Arl6ip5,20.21,22.28,23.34,27.48,28.77,36.41,27.15,24.31,22.64,17.64,26.99
Arl6ip6,35.04,46.85,38.69,34.2,37.03,26.44,27.21,34.76,14.92,30.57,28.19
Arl8a,16.11,31.44,20.95,25.38,22.69,33.19,20.29,35.52,19.72,25.17,20.31
Arl8b,59.57,75.71,54.72,83.04,74.87,58.78,52.87,47.3,36,51.43,45.6
Armc1,20.95,16.98,24.05,15.22,18.78,12.83,7.23,16.56,5.75,12.68,20.86
Armc10,6.63,1.23,14.51,12.3,6.49,13.99,2.36,4.67,12.01,7.12,7.14
Armc5,17.8,29.58,16.75,13.69,22.11,13.33,19.91,17.31,15.77,15.06,15.73
Armc7,56.52,113.89,85.55,96.32,118.81,61.67,75.5,40.44,68.86,62.81,67.22
Armc8,22.48,12.09,20.71,15.77,18.05,17.83,12.58,28.5,28.13,23.4,24.07
Armcx3,70.23,60.85,64.09,39.13,51.67,52.31,46.91,66.4,34.29,51.37,53.78
Armcx5,12.71,8.84,13,18.45,18.45,7.36,5.41,3.85,5.05,3.59,9.14
Armh3,7.26,6.38,5.33,7.31,3.91,4.98,2.02,3.17,2.57,3.57,4.08
Armt1,3.4,11.12,18.33,6.16,10.73,3.02,11.73,11.4,5.74,9.34,6.69
Arnt,43.08,34.98,28.67,33.92,48.17,12.95,10.42,24.01,9.73,16.36,24.88
Arntl,10.04,12.34,3.03,6.89,5.91,7.29,1.06,4.92,2.8,4.78,2.93
