gene,BM_1,BM_2,BM_3,Blood_1,Blood_2,Blood_3,Blood_4,SP_1,SP_2,SP_3,SP_4,Lung_1,Lung_2,Lung_3,Skin_1,Skin_2,Skin_4,Colon_1,Colon_2,Colon_4,SI_1,SI_2,SI_3,SI_4
Abcc4,9.91,7.44,8.33,3.61,1.53,3.43,1.84,0.58,4.2,6.32,1.82,2.24,1.55,1.12,1.9,1.91,4.34,1.93,3.46,3.94,4.8,3.99,2.61,2.8
Abcc5,33.57,29.21,18.83,46.86,80.62,37.03,42.56,31.95,39.86,56.81,34.74,22.55,17.94,13.16,15.96,7.39,37.71,17.12,17.03,28.79,12.74,15.1,12.79,18.46
Abcd1,26.34,24.41,29.99,27.61,28.13,24.15,25.79,17.93,34.3,42.06,30.21,24.74,8.95,14.11,10.94,4.36,19.25,13.55,14.01,12.63,12.05,11.91,13.71,13.4
Abcd2,18.08,24.77,21.77,28.68,22.93,30.87,32.51,13.54,37.08,37.69,18.1,2.69,5.85,2.26,15.22,22.56,23.81,13.41,29.77,15.59,27.4,26.19,11.13,30.63
Abcd3,13.97,10.05,10.75,2.02,5.93,1.57,1.72,2.71,3.72,4.49,1.56,0.6,0,0,1.41,0.28,1.08,5.8,3.87,6.03,8.78,10.05,5.14,3.23
Abcd4,2.06,2.28,1.99,5.93,1.11,6.01,2.74,3.72,5.32,9.62,7,0.49,1.94,0.16,1.99,4.58,4.63,7.68,2.19,6.9,8.38,5.31,3.03,5.86
Abce1,19.59,15.76,18.87,4.99,2.6,5.35,14.15,11.34,15.02,10.81,12.73,6.19,1.9,7.43,29.09,23.06,19.37,20.87,17.33,17.08,12.38,21.47,24.31,26.17
Abcf1,21.98,20.81,27.93,22.69,46.26,30.34,37.48,22.19,41.94,36.98,39.17,13.21,11.47,8.75,38.91,32.41,26.39,35.71,30.45,41.08,43.72,28.6,23.11,24.55
Abcf2,14.89,17.76,15.88,5.79,7.07,3.61,7.64,7.12,8.33,4.01,4.66,0.72,2.28,0.42,18.3,27.48,17.29,14.24,9.35,8.33,22.89,21.78,27.09,22.44
Abcf3,14.12,16.25,22.45,18.9,26.09,23.96,12.75,11.75,33.75,16.68,14.61,5.45,9.25,19.16,33.36,28.42,42.38,28.16,30.66,20.54,36.75,34.2,21.9,18.95
Abcg1,17.74,15.73,19.27,36.55,39.35,31.33,20.43,30.57,39,25.83,26.21,4.77,7.72,8.91,9.39,15.64,11.28,25.19,26.6,25.7,22.15,26.28,15.19,12.69
Abcg2,1.83,1.71,2.98,4.55,9.08,5.51,10.43,7.92,0,16.31,6.46,0,4.74,2.37,8.51,12.09,0.43,12.86,6.64,7.5,31.81,43.39,33.38,50.34
Abcg3,13.17,16.81,13.2,53.36,53.5,43.38,59.11,64.62,98.27,61.56,65.8,20.33,16.32,18.5,12.23,11.17,12.8,26.48,42.5,57.62,56.31,51.63,60.59,42.27
Abhd10,24.36,24.09,22.92,17.2,15.55,17.43,8.17,19.22,22.21,25.51,13.42,3.58,2.03,6.97,24.6,26.66,22.89,16.29,4.89,18.56,24.6,20.15,22.92,22.45
Abhd11,33.03,37.33,41.89,19.41,29.23,43.16,21.77,15.1,56.33,45.51,14.85,19.97,22.09,17.6,15.78,6.27,20.48,18.39,15.4,27.78,19.46,18.83,28.51,18.34
Abhd12,9.59,6.16,10.22,3.69,1.52,1.08,7.72,12.39,21.24,18.78,2.74,6.1,13.22,2.8,2.02,6.84,5.54,5.59,11.61,14.14,12.84,15.9,10.85,17.46
Abhd13,4.52,3.57,3.46,1.5,5.32,3.48,3.13,5.56,5.3,3.71,6.93,0.27,1.09,2.75,4.8,8.93,7.16,2.43,1.45,1.99,4.4,2.78,5.25,2.43
Abhd14b,11.12,9.75,11.45,9.64,18.57,15.96,13.72,8.6,14.13,11.44,6.54,9.03,13.77,5.37,3.45,12.42,0,19.2,11.29,5.43,8.68,2.54,9.33,9.81
Abhd15,4.48,5.43,3.22,5.3,5.97,8.35,10.83,2.23,6.59,9.51,10.06,0,0,0.4,0,1.03,1.63,2.78,0,4.29,1.92,0.39,1.5,0.8
Abhd16a,45.64,52.35,49.8,55.52,69.35,57.88,48.16,39.42,46.31,67.11,49.53,38.25,62.99,43.93,82.25,90.61,50.57,112.88,83.57,107.55,80.07,96.82,99.96,88.4
Abhd17a,13.15,12.36,17.81,10.9,21.55,23.06,17.43,26.35,19.06,34.72,24.03,10.31,3.22,10.24,3.71,2.86,6.82,12.63,5.41,7.71,2.02,6.59,2.59,3.43
Abhd17b,12.9,11.29,17.54,14.83,20.37,27.81,22.6,37.13,15.24,10.22,27.48,8.06,7.46,13.4,17.94,9.55,29.82,6.42,5.18,4.67,6.74,6.98,6.41,6.56
Abhd17c,8.08,15.79,8.51,8.21,9.38,4.17,6.92,17.35,7.27,7.98,6.84,1.32,5.42,4.21,4.52,1.88,20.06,6,5.77,9.38,5.55,10.63,6.14,4.22
Abhd18,10.23,6.52,6.68,10.61,15.7,6.12,13.92,6.4,15.49,4.78,3.58,4.58,3.21,0,4.73,4.15,1.54,7.51,6.96,4.57,6.55,0.34,5.07,0.07
Abhd2,11.21,13.48,8.75,10.23,12.66,14.84,13.76,9.12,13.27,15.4,13.77,5.53,12.88,9.24,17.82,15.71,23.24,8,13.49,13.13,10.41,7.3,7.4,8.93
Abhd4,9.35,8.96,12.64,25.49,10.96,16.01,20.68,8.39,22.19,29.11,15.95,15.47,6.7,9.23,8.16,2.94,8.41,11.51,10.76,12.71,4.91,8.26,27.24,21.47
Abhd5,30.3,47.29,46.12,15.19,19.37,13.74,19.62,11.66,13.87,10.41,10.61,10.06,5.99,11.94,48.2,55.91,33.09,15.52,21.92,12.83,24.22,16.03,14.81,17.21
Abhd8,5.44,3.43,5.16,4.18,2.31,0.22,0.63,1.03,0.68,0.72,0.99,0,0,1.32,2.11,0.24,0,10.85,1.1,0.8,3.2,6.55,4.63,5.51
Abi1,67.22,53.52,56.13,82.4,77.14,70.89,68.08,73.55,84.12,73.39,98.13,65.99,36.29,54.3,130.1,107.24,89.81,112.5,140.83,105.2,101.51,103.18,79.28,92.47
Abi3,1.39,0.59,0.18,0.48,0.79,0.1,0,3.75,12.83,0.4,3.68,0.21,0,0,0,2.38,4.93,20.71,27.84,26.25,171.36,131.19,170.6,89.5
Abl1,5.71,3.78,3.6,1.31,2.02,4.4,3.01,0.82,3.29,4.6,5.17,1.78,0.58,2.27,1.49,0.18,5.27,4.03,5.13,5.13,10.42,5.61,12.06,9.93
Abl2,1.13,1.4,1.05,0.89,1.78,1.78,1.96,0.61,1.5,2.67,1.33,0.8,0.12,2.05,0.93,1.77,4.04,0.36,1.13,2.14,0.63,1.27,1.4,1.34
Abr,22.32,27.22,32.62,46.29,38.38,40.47,35.91,44.42,45.66,46.26,38.95,23.78,29.71,31.36,13.13,18.66,32.96,78.18,71.9,45.63,200.71,175.56,158.91,186
Abracl,250.67,254.91,233.28,194.88,146.97,209.29,227.04,304.64,257.14,194.81,192.17,180.04,175.88,203.94,266.97,274.56,231.08,186.3,193.42,162.48,286.02,275.42,194.23,274.76
Abraxas1,6.48,10.5,7.17,3.51,0,1.42,0.77,2.46,2.76,0,8.35,0.35,0,0,0.83,0,2.36,5.62,0.75,5.91,3.81,0,3.51,0
Abraxas2,33.3,26.48,26.05,43.31,34.14,26.32,45.45,31.56,42.65,55.96,56.9,19.19,20.27,27.06,55.31,36.97,52.51,49.12,54.45,49.5,64.67,69.58,48.19,48.52
Abt1,4.67,2.73,3.29,3.02,5.52,2.54,2.31,2.53,0.81,0.88,4.72,3.31,5.9,4.08,3.86,4.59,4.85,8.36,11.22,9.96,7.23,5.61,7.14,5.68
Abtb1,53.61,52.76,54.38,84.51,83.6,110.45,73.41,55.64,84.84,66.92,101.52,72.77,26.05,26.67,9.22,12.59,33.61,20.7,25.14,35.69,18.84,34.03,26.62,14.5
Abtb2,9.05,8.32,8.26,17.13,13.67,9.86,8.29,21.19,10.44,11.74,11.45,20.53,32.25,39.8,46.53,48.14,36.45,37.01,29.06,39.58,9.86,12.74,11.86,11.67
AC159819.1,3.06,0,4.81,4.19,8.25,0,0,0,4.5,8.6,0,5.56,10.51,3.69,0,2.66,4.76,2.97,0,1.44,0,4.54,0,1.33
Acaa1a,62.03,57,81.65,77.14,132.4,87.96,85.06,77.21,119.32,111.97,103.95,90.11,91.23,89.19,41.87,28.71,35.84,93.17,75.44,118.47,98.82,111.6,111.33,117.91
Acaa2,55.65,67.64,80.08,36.95,58.49,91.53,70.78,35.4,49.41,51.33,57.94,34.09,18.1,20.34,13.75,16,18.66,59.71,24.25,56.52,38.46,36.98,42.18,58.69
Acaca,5.45,4.27,2.35,1.43,1.01,2.32,1.9,1.21,3.89,1.75,3.59,0.26,0.35,0.49,8.15,0.91,0.54,0.17,1.22,3.06,1.71,0.84,1.23,1.34
Acad11,3.58,7.9,6.8,1.77,1.03,8.1,0.11,4.13,1.6,4.83,3.61,0,0.17,0.66,1.11,0,0,0.16,0.29,5.66,7.3,6.39,7.76,2.86
Acad12,1.91,0.18,2.02,5.28,2.87,3.39,0.6,0.91,3.28,2.91,7.12,2.73,0.32,1.43,2.43,0,1.73,0.42,3.87,0.31,6.52,0.82,6.91,0.22
Acad8,8.99,8.42,5.79,5.28,9.88,3.07,2.01,11.57,11.24,3.82,4.36,2.48,1.73,0,2.53,3.2,6.37,7.35,5.06,8.93,6.61,12.71,4.46,12.99
Acad9,19.98,10.93,13.63,7.53,4.83,12.6,7.14,0.78,0.86,11.6,4.11,1.35,9.12,2.11,5.75,7.55,3.63,5.64,5.71,8.15,8.28,5.39,14.9,0.95
Acadl,66.27,56.1,68.32,71,60.57,67.5,48.34,81.28,67.72,53.41,39.07,35.59,46.13,34.09,31.32,25,17,39.14,50.51,41.54,14.56,23.53,23.19,22.14
Acadm,44.43,49.16,44.69,85.11,72.86,68.99,74.87,69.38,69.66,59.44,59.41,35.11,20.53,35.96,30.42,31.95,33.45,52.95,38.28,43.51,23.95,34.18,40.23,28.21
Acads,9.33,14.01,12.71,6.84,7.38,16.36,10.08,8.98,4,17.9,16.92,3.31,1.28,4.23,2.42,5.83,3.89,10.96,10.87,12.18,8.15,11.68,11.71,8.2
Acadsb,10.56,16.44,13,18.63,11.8,11.06,13.73,23.72,14.48,18.81,21.19,9.43,1.71,9.8,16.64,13.69,7.67,22.59,22.72,21.69,7.02,7.1,8.06,5.02
Acadvl,41.79,29.58,43.21,31.15,43.24,32.34,33.17,35.47,57.83,67.72,39.98,18.64,47.13,31.01,30.16,30.83,20.99,52,57.4,49.5,42.18,58.99,31.72,43.09
Acap1,58.25,63.93,59.23,51.09,46.65,59.03,38.47,46.6,68.09,82.81,63.82,31.04,31.07,28.96,58.51,46.23,17.27,105.61,94.4,99.66,161.39,106.51,127.68,124.1
Acap2,19.38,19.43,17.07,26.46,23.57,27.38,19.7,19.71,25.58,32.31,22.94,13.51,15.1,14.41,21.03,23.05,26.21,16.3,21.23,19.06,18.13,9.1,11.12,10.76
Acap3,9.04,13.11,9.58,7.09,8.28,8.22,6.09,8.28,15.44,14.32,8.1,2.7,4.63,1.43,5.76,11.85,3.49,6.59,3.86,12.3,0.76,2.36,0.74,0.53
Acat1,24.17,23.06,22.44,23.21,15.5,18.84,17.37,26.29,19.11,12.15,21.36,22.72,11.78,14.49,17.2,15.8,7.22,27.6,18.44,22.24,14.86,28.27,26.73,19.08
Acat2,8.43,8.75,7.98,4.7,2.13,4.65,1.33,6.54,1.3,0.4,5.7,0.22,0.18,0,10.42,10.94,1.48,16.25,12.57,5.92,14.52,16.03,15.21,8.9
Acbd3,9.98,12.15,10.27,17.43,13.05,11.35,8.95,14.01,14.6,13.24,8.99,13.19,17.17,15.8,16,15.47,24.59,6.68,10.61,8.86,11.68,6.34,7.35,11.23
Acbd4,0,3.27,5.49,7.74,1.15,1.03,6.31,6.41,5.09,7.67,11.77,4.91,9.85,2.31,9.8,5.2,0,4.88,6.93,4.88,2.5,7.76,12.07,0
Acbd5,10.15,11.76,14.21,31.31,36.65,29.84,29.86,14.74,30.19,43.82,35.51,12.91,13.6,7.18,42.65,37.98,50.05,16.44,29.95,20.18,22.52,38.9,26.68,21.93
Acbd6,20.11,15.33,21.38,6.84,11.74,18.95,20.34,9.61,20.81,9.76,7.3,3.25,9.07,6.63,4.63,6.08,6.54,16.09,12.55,11.19,1.8,3.99,10.41,11.04
Accs,4.42,1.51,3.04,0,0,0.96,0,0.16,0.82,0,6.12,0,0,0,4.22,0,0,0,5.54,1.15,1.02,1.24,2.43,0.11
Acd,26.79,32.58,35.73,21.38,24.69,22.52,15.61,18.8,17.54,9.4,26.04,14.98,10.14,19.96,19.31,14.24,6.67,29.84,50.46,34.03,71.25,42.89,51.56,56.83
Ace,0,0,0.06,0,1.2,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,3.84,3.28,2.67,3.22
Acer3,25.66,38.54,45.39,27.53,15.18,33.1,20.88,20.98,25.97,33.31,14.57,18.45,12.97,22.93,22.91,9.29,10.79,27.68,32.39,34.72,120.4,100.61,58.81,90.94
Acin1,40.25,38.53,41.21,61.11,66.7,86.26,56.76,91.1,80.02,75.31,85.54,32.21,35.6,33.2,48.06,51.65,75.16,33.24,39.13,31.93,40.6,26.66,36.14,30.28
Acly,36.34,39.96,41.19,40.26,43.12,38.97,52.02,39.73,45.55,69.74,38.36,45.64,32.48,24.64,39.5,33.6,15.46,58.02,56.96,48.45,59.19,66.57,58.86,49.53
Aco1,3.35,5.93,6.24,2.02,2.12,4.26,1.81,0.92,2.98,4.83,2.53,1.02,0.08,1.18,0,6.04,6.09,0.43,4.31,1.54,2.1,4.09,2.3,1.81
Aco2,17.61,28.18,26.91,16.44,19.01,12.16,10.31,18.11,9.71,12.54,15.97,15.18,7.56,9.19,32.56,24.64,20.61,29.1,32.48,35.44,39.03,35.21,29.82,34.36
Acod1,0.69,0,0.36,0.33,0.34,0.48,0.61,0.32,0,0,1.2,1061.37,895.27,1252.81,162.08,179.53,105,814.04,568.13,773.07,303.94,443.2,488.32,517.58
Acot11,0.45,1.02,0.79,4.77,2.06,2.67,2.12,1.53,0.78,1.96,1.25,0.85,3.21,2.61,4.02,1.09,10.46,1.68,3.51,2.58,2.85,0.99,0.07,5.01
Acot13,41.14,34.7,41.19,6.96,12.47,14.77,7.96,15.1,20.42,24.6,6.24,11.99,9.27,17.95,7.12,5.63,1.68,12.29,19.56,6.82,40.67,18.71,21.09,27.4
Acot2,7.21,6.83,5.32,7.16,6.15,11.31,4.65,10.6,4.65,7.66,5.57,0.34,2.27,4.85,5.02,2.99,4.04,3.2,4.09,4.59,21.54,4.11,8.76,12.92
Acot7,58.26,66.2,95.25,100.17,87.44,99.31,94.33,68.53,106.67,97.98,92.52,81.07,51.7,86.53,60.1,84.85,45.03,115.84,133.06,130.92,99.36,111.71,124.37,142.84
Acot8,24.51,26.47,24.4,19.3,33.66,24.45,15.65,26.93,30.62,22.15,27.78,4.03,12.18,2.08,19.51,5.44,28.36,21.79,22.5,9.61,16.73,9.64,31.38,15.54
Acot9,69.17,79.69,81.98,104.15,110.95,80.3,104.27,82.63,94.05,115.2,90.27,140.88,108.16,112.06,135.74,110.82,117.94,120.22,120.56,125.27,106.21,128.27,106.86,119
Acox1,8.45,8.53,6.83,5.69,5.07,7.01,5.25,3.64,4.16,5.45,6.09,1.86,5.84,2.19,3.19,8.42,10.49,11.64,9.57,11.96,21.61,16.38,11.94,17.93
Acox3,18.92,18.79,21.19,25.89,15.62,19.69,18.07,19.08,24.41,34.04,21.24,6.35,11.53,7.63,2.18,4.66,6.99,11.03,17.1,6.37,38.35,29.71,33.17,24.67
Acp1,33.62,27.99,25.9,18.89,18.03,24.24,26.15,26.02,32.28,17.36,26.7,12.32,5.91,8.35,8.14,11.7,13.38,14.12,22.8,24.78,16.41,16.01,19.29,24.81
Acp2,5.1,4.02,3.31,3.71,4.98,4.18,5.9,5.09,8.49,8.84,5.35,13.49,7.47,11.39,29.71,28.12,21.49,26.46,18.35,18.26,28.33,22.44,18.5,19.73
Acp5,23.1,16.1,23.03,8.79,18.14,6.16,7.98,19.11,23.13,15.44,32.93,4.05,7.07,1.79,2.17,1.92,5.02,29.91,54.14,43.32,550.11,465.33,440.23,637.05
Acp6,11.32,20.7,13.75,8.82,5.85,12.41,4.14,1.7,12.1,15.98,13.55,3.14,0.29,2.17,0.76,1.67,1.05,4.18,8.88,14.09,10.33,14.87,9.11,15.22
Acpp,6.26,9.39,8.86,9.84,10.78,13.52,12.75,8.85,14.89,9.81,8.02,17.77,13.26,19.12,18.49,13.53,35.4,137.33,132.11,97.32,67.42,57.53,68.98,54.27
Acrbp,15.55,11.46,12.77,27.67,48.91,22.65,38.7,89.37,45.48,37.91,38.08,6.13,8.33,1.52,33.29,16.32,45.23,10.96,21.83,8.61,25.37,17.41,12.99,9.96
Acsf3,4.2,3.8,4.94,2.15,4.16,0,0.94,4.48,4.04,5.65,4.6,0.87,2.15,4.58,0.61,1.3,4.25,4.52,2.44,2.96,2.22,4.8,9.29,4.71
Acsl1,12.11,11.03,17.39,3.7,5.23,9.47,5.36,3.65,6.19,6.22,7.16,0.36,8.7,3.13,2.99,1.8,1.29,3.7,4.67,5.46,6.26,7.23,7.26,3.83
Acsl3,0.64,0.68,0.67,0,0,0.14,0.13,0.09,0,2.88,0.51,0,0,0,2.17,0.18,0.58,1.4,2.76,1.7,4.62,8.38,3.22,1.83
Acsl4,17.35,19.84,19.67,32.58,37.8,34.01,39.86,38.48,37.17,44.66,44.32,58.86,53.08,71.89,80.94,96.19,64,49.32,52.16,49.18,41.44,39.04,44.6,52.08
Acsl5,26.51,22.55,24.36,19.61,18.54,15.87,19.88,11.45,15.71,18.84,14.91,11.78,15.97,37.25,15.68,19.35,23.29,19.67,24.36,24.86,41.13,42.48,32.5,40.36
Acss1,25.05,20.76,30.27,53.41,76.69,80.48,48.07,75.38,87.68,73.29,51.4,21.27,27.36,17.22,23.23,7.58,11.66,52.86,50.51,64.64,7.69,21.08,16.82,8.8
Acss2,8.06,6.69,5.05,9.92,10.46,11.35,5.28,1.21,8.56,10.13,7.72,1.98,0.11,5.01,1.54,0.94,2.18,6.34,4.88,5.28,13.38,12.07,17.57,13.34
Acta1,0,1.24,0,0,0.33,0,0,0.21,2.55,0,0,0,1.74,0,199.56,34.44,11.2,0,0,10.63,0,0,0,0.35
Acta2,5.47,3.59,3.38,12.42,14.09,16.35,8.53,6.28,8.22,3.39,7.99,6,9.76,5.11,13.16,24.46,28.2,9.04,13.82,11.04,6.9,8.18,17.32,9.49
Actb,3615.5,3942.97,4200.86,7250.28,9203.79,8438.48,6976.61,6642.56,6449.42,7979.81,7707.14,9706.66,13294.82,15025.25,14921.86,16706.69,17777.27,8413.29,8997.8,8984.79,4138.66,5762.34,5965.52,4637.09
Actg1,4064.12,3413.95,3288.35,5153.99,5208.95,4256.13,4078.25,4132.81,4292.21,3755.74,3921.94,18457.75,19114.63,18884.38,13749.59,14046.27,9602.08,12935.35,13233.51,12343.35,8731.56,10715.08,9069.78,8876.83
Actl6a,27.37,37.26,39.22,11.77,17.42,23.89,12.99,21.14,24.3,34.71,29.81,6.34,13.09,12.05,44.23,32.2,55.4,35.81,28.42,16.13,29.1,23.16,24.94,32.86
Actn1,13.48,11.81,15.18,18.27,8.24,8.24,12,5.88,6.12,9.36,3.1,4.35,5.17,3.54,0.67,0.71,1.35,6.08,2.76,2.37,15.47,11.92,18.13,12.09
Actn4,63.65,70.84,62.52,24.83,29.67,39.08,17.93,23.1,55.26,63.61,29.87,26.34,14.69,16.77,73.37,80.76,45.05,64.57,40.41,61.65,44.31,49.63,65.01,60.88
Actr10,53.77,59.71,46.63,57.64,34.06,55.9,40.37,38.08,34.82,63.93,58.66,75.65,9.97,35.36,94.6,105.75,65.26,83.57,65.81,55.14,38.7,55.33,54.81,69.82
Actr1a,36.65,42.58,41.53,44.35,65.02,51.71,69.42,44.34,67.53,67.02,57.15,46.67,54.71,33.31,91.34,86.85,59.3,63.09,65.26,68.66,48.82,58.84,64.88,47.96
Actr1b,14.53,10.82,13.82,10.52,13.21,8.57,8.66,9.73,14.56,8.46,8.15,3.21,1.47,14.39,13.07,14.85,6.55,8.72,9.25,18.66,24.11,19.15,10.8,24.38
Actr2,165.73,163.84,159.53,221.51,242.16,252.97,250.73,285.01,223.84,241.1,239.7,226.05,277.97,326,312.13,315.69,322.74,271.87,282.23,275.23,241.4,276.65,249.71,239.93
Actr3,1042.53,919.03,934.67,1153.34,1170.37,1210.77,1122.44,783.35,1323.93,1130.69,1202.83,1268.46,1255.62,1171.82,2100.82,2060.45,1544.45,1865.64,1848.4,1794.38,1510.55,2097.49,1619.33,1832.64
Actr5,6.79,2.94,4.17,8,1.48,4.59,3.87,4.84,7.35,6.71,4.76,3.72,2.24,4.37,3.81,0.77,1.16,0,1.54,0.8,8.36,7.54,1.81,1.15
Actr6,13.22,6.35,21.57,12.68,6.64,5.97,2.96,8.89,7.75,1.29,7.08,0,0,0,4.6,2.87,20.56,2.02,5.87,6.62,4.7,2.28,7.54,10.18
Actr8,29.54,30.41,34.09,19.54,20.83,10.45,25.21,19.22,23.27,22.46,24.9,2.02,1.44,2.87,19.8,17.37,13.47,8.21,13.5,11.63,22.7,10.61,25.51,9.05
Acvr1b,6.74,5.85,5.8,5.03,10.95,7.88,7.43,11.23,12.18,5.33,9.39,1.43,4.62,1.01,1.11,3.65,6.03,2.2,3.36,1.65,6.8,5.99,6.86,5.83
Acvr2a,0.58,0.4,0.73,0.29,1.43,2.78,2.15,4.29,5.86,1.81,0.64,1.67,0.49,0,1.65,0,5.07,0.77,1.51,1.21,0.08,0.59,1.04,1.22
Acy1,6.56,8.66,5.93,2.61,5.22,5.34,0.71,9.09,9.4,4.48,5.49,0,8.15,1.28,3.2,1.97,2.17,17.84,6.79,9.79,16.04,2.99,10.35,4.76
Acyp1,55.16,60.36,44.01,29.34,52.82,40.05,51.22,52.84,61.77,44.62,53.55,22.43,60.52,36.03,28.82,28.8,27.9,14.91,22.24,30.31,25.2,30.63,58.21,30.89
Ada,29.77,19.1,21.98,0.72,1.66,0.79,3.03,0.36,4.22,2.17,2.78,4.76,9.28,6.82,12.05,4.36,0.55,10.22,11.62,5.06,6.25,1.32,4.84,3.48
Adal,1.8,4.97,3.96,1.26,2.22,0.19,3.37,0,3.68,0.3,0.28,0,0,0,1.89,3.83,0,0,1.62,1.54,0,2.96,1.14,0.51
Adam10,12.3,14.53,12.79,10.98,11.07,9.67,11.35,15.73,16.39,6.11,14.1,6.17,12.36,2.83,11.02,4.63,4.7,15.6,7.96,6.88,6.71,6.81,17.11,6.8
Adam15,35.27,27.49,22.98,29.35,31.87,32.92,26.05,24.02,31.83,22.4,40.37,25.4,8.79,32.45,21.1,18.09,15.02,15.43,14.45,20.35,17.28,11.37,9.89,21.12
Adam17,16.99,10.61,10.82,14.32,15.42,22.99,20,24.5,24.4,11.63,22.42,5.9,13.32,21.05,26.41,34.17,38.16,15.84,16.5,12.73,28.24,24.82,19.01,20.49
Adam19,15.39,18.56,14.09,53.63,60.74,61.42,67.22,63.43,60.67,91.42,73.17,30.12,19.32,13.12,6.2,0.87,12.26,62.36,69.56,51.4,47.41,35.04,66.56,48.5
Adam1a,0.59,1.1,0.24,2.3,1.72,1.06,0.89,0.39,1.71,0.85,0,0.39,0.81,0,1.69,2.64,4.18,0.79,0,1.3,1.55,0.57,0.26,0.32
Adam28,0.29,0,0,0.19,1.49,0,0.61,5.01,0,6.24,0,0,0,0.43,0.14,0.38,0.91,9.46,14.19,5.9,9.98,12.51,2.93,16.39
Adam30,0,0.07,0,3.18,1.47,2.57,0.33,0.16,1.31,0.76,1.92,10.79,6.91,2.98,1.54,2.15,1.69,5.65,4.27,5.59,3.34,2.42,3.36,0
Adam8,151.11,145.22,156.59,364.14,433.64,344.86,302.69,272.55,350.12,355.9,317.46,631.37,751.83,726.51,1228.02,1558.41,985.08,822.14,764.95,857.13,451.77,575.71,500.2,512.26
Adam9,1.52,0.94,1.06,1.88,4.13,2.13,0.8,4.45,1.69,0.69,3.17,4.81,3.6,10.03,17.15,11.37,11.62,2.15,1.57,2.4,5.59,5.9,5.59,3.63
Adamdec1,3.1,28.33,19.42,46.06,83.29,58.75,84.47,112.86,124.74,181.37,135.07,33.92,16.91,63.66,4.45,12.28,28.33,938.9,927.1,845.54,3357.02,3182.1,2988.04,3794.76
Adamts10,12.03,8.59,12.51,21.83,21.06,22.47,25.16,23.9,16.25,16.13,17.85,3.63,10.59,15.33,7.39,5.42,7.58,10.72,10.5,16.9,3.25,2.75,6.62,2.67
Adamtsl4,8.31,0.46,1.12,0.5,1.47,2.86,1.2,0,0.95,0.51,0,0.46,0.57,1.26,7.42,5.56,3.27,4.53,0.91,2.21,1.04,2.83,1.89,2.68
Adap1,15.97,10.85,9.81,13,20.12,20.71,17.11,42.24,18.04,13.7,23.64,15.09,25.23,19.5,6.16,5.89,7.84,30.25,29.34,23.94,8.45,10.37,10.66,13.42
Adar,8.82,10.05,9.12,8.63,13.42,14.13,10.1,5.35,9.52,19.83,16.37,11.27,7.73,7.62,18.14,7.82,22.61,10.75,6.78,11.82,11.52,20.48,9.18,14.26
Adck1,35.96,27.83,46.9,51.72,44.74,48.91,47.9,32.55,32.33,28.48,46.31,22.15,16,20.97,11.66,3.13,1.24,59.09,29.63,55.53,23.53,23.67,41.31,29.84
Adck2,9,7.17,15.95,6.25,14.84,18.49,20,9.72,18.24,18.55,20.78,4.28,6.19,8.4,9.24,2.44,3.2,14.31,4.17,6.82,3.53,4.47,8.45,12.14
Adck5,3.06,2.16,9.31,4.41,4.14,3.85,2.2,1.41,3.16,5.06,4.6,1.04,0.93,0,0,1.37,0,4.86,7.65,15.19,1.27,13.62,16.12,15.17
Adcy7,24.55,24.01,24.56,21.08,20.69,36.61,23.33,16.22,23.4,34.2,32.42,2.85,5.18,7.61,19.81,19.21,40.85,21.1,21.71,27.66,32.91,21.63,21.16,19.74
Adcy9,1.36,1.82,2.46,3.76,1.79,2.72,2.57,5.35,1.42,1.76,2.56,2.2,1.32,1.15,0,0.46,0.37,2.3,5.44,3.75,6.14,6.16,5.01,6.65
Add1,83.53,94.46,80.3,136.29,138.85,157.7,136.3,146.71,170.81,170.72,141.04,71.46,81.77,78.48,53.5,56.91,64.84,100.78,57.66,100.43,64.63,43.33,65.97,59.01
Add3,46.5,48.63,40.04,89.1,80.87,78.94,87.21,74.96,91.63,100.14,98.95,59.46,56.86,56.61,38.35,32.07,33.89,30.05,24.8,37.91,7.93,9.52,7.21,13.15
Adgre1,179.92,157.59,173.48,426.92,423.68,392.86,377.23,380.62,428.24,366.98,365.01,365.52,321.64,280.61,1197.55,1106.57,794.52,717.67,689.27,840.42,463.41,465.6,562.94,649.81
Adgre4,69.25,75.97,67.75,133.19,145.71,151.46,135.24,142.95,178.75,151.83,150.83,97.76,123.06,130.83,155.76,131.01,135.98,211.5,189.82,211.26,196.43,223.51,212.7,238.56
Adgre5,52.17,77.62,72.49,500.11,432.08,425.43,386.37,373.49,519.51,392.62,308.63,367.24,412.92,303.73,185.08,195.99,144.47,629.38,578.13,570.6,139.91,137.32,161.12,177.21
Adgrg1,3.42,6.55,3.95,0.39,0.36,0.11,0,0,1.19,0,0,0,0,0,0.93,1.01,0.71,12.91,0,0,0.76,0,2.75,0
Adgrg3,61.44,84.58,82.06,5.71,10.3,5.91,6.97,6.5,24.57,7.59,18.22,2.68,7.47,10.11,9.99,9.02,15.07,78.14,53.2,45.47,217.69,206.76,214.56,225.77
Adgrg5,0.11,0,0,1.16,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,2.9,0.54,10.77,3.66,3.39,1.6
